Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 03:16:43.675,114310.7,0.019,BTCUSDT
2025-09-30 03:16:43.675,114310.7,0.008,BTCUSDT
2025-09-30 03:16:43.676,114310.7,0.006,BTCUSDT
2025-09-30 03:16:43.676,114311.0,0.001,BTCUSDT
2025-09-30 03:16:43.676,114311.5,0.002,BTCUSDT
2025-09-30 03:16:43.676,114311.6,0.003,BTCUSDT
2025-09-30 03:16:43.676,114311.7,0.002,BTCUSDT
2025-09-30 03:16:43.676,114311.7,0.003,BTCUSDT
2025-09-30 03:16:43.676,114311.8,0.074,BTCUSDT
2025-09-30 03:16:43.676,114311.8,0.66,BTCUSDT
2025-09-30 03:16:43.676,114311.9,0.005,BTCUSDT
2025-09-30 03:16:43.676,114311.9,0.003,BTCUSDT
2025-09-30 03:16:43.676,114312.0,0.077,BTCUSDT
2025-09-30 03:16:43.676,114312.1,0.002,BTCUSDT
2025-09-30 03:16:43.676,114312.2,0.003,BTCUSDT
2025-09-30 03:16:43.676,114312.3,0.001,BTCUSDT
2025-09-30 03:16:43.676,114312.3,0.077,BTCUSDT
2025-09-30 03:16:43.676,114312.4,0.06,BTCUSDT
2025-09-30 03:16:43.676,114312.4,0.001,BTCUSDT
2025-09-30 03:16:43.676,114312.4,0.001,BTCUSDT
2025-09-30 03:16:43.676,114312.4,0.422,BTCUSDT
2025-09-30 03:16:43.676,114312.4,0.179,BTCUSDT
2025-09-30 03:16:43.677,114312.4,0.002,BTCUSDT
2025-09-30 03:16:43.677,114312.4,0.001,BTCUSDT
2025-09-30 03:16:43.677,114312.5,0.002,BTCUSDT
2025-09-30 03:16:43.677,114312.6,0.001,BTCUSDT
2025-09-30 03:16:43.677,114312.8,0.002,BTCUSDT
2025-09-30 03:16:43.677,114312.8,0.002,BTCUSDT
2025-09-30 03:16:43.677,114313.0,0.001,BTCUSDT
2025-09-30 03:16:43.677,114313.1,0.065,BTCUSDT
2025-09-30 03:16:43.677,114313.4,0.002,BTCUSDT
2025-09-30 03:16:43.677,114313.5,0.001,BTCUSDT
2025-09-30 03:16:43.677,114313.9,0.002,BTCUSDT
2025-09-30 03:16:43.677,114314.0,0.002,BTCUSDT
2025-09-30 03:16:43.677,114314.0,0.001,BTCUSDT
2025-09-30 03:16:43.677,114314.0,0.001,BTCUSDT
2025-09-30 03:16:43.677,114314.1,0.001,BTCUSDT
2025-09-30 03:16:43.677,114314.1,0.399,BTCUSDT
2025-09-30 03:16:43.684,114314.1,0.028,BTCUSDT
2025-09-30 03:16:43.684,114314.1,0.001,BTCUSDT
2025-09-30 03:16:43.684,114314.1,0.066,BTCUSDT
2025-09-30 03:16:43.684,114314.1,0.001,BTCUSDT
2025-09-30 03:16:43.684,114314.1,0.001,BTCUSDT
2025-09-30 03:16:43.684,114314.2,0.087,BTCUSDT
2025-09-30 03:16:43.684,114314.4,0.001,BTCUSDT
2025-09-30 03:16:43.684,114314.6,0.442,BTCUSDT
2025-09-30 03:16:43.684,114314.7,0.002,BTCUSDT
2025-09-30 03:16:43.684,114314.7,0.009,BTCUSDT
2025-09-30 03:16:43.684,114314.7,0.434,BTCUSDT
2025-09-30 03:16:43.684,114314.7,0.001,BTCUSDT
2025-09-30 03:16:43.684,114314.8,0.002,BTCUSDT
2025-09-30 03:16:43.684,114314.8,0.403,BTCUSDT
2025-09-30 03:16:43.694,114314.8,0.041,BTCUSDT
2025-09-30 03:16:43.694,114314.8,0.041,BTCUSDT
2025-09-30 03:16:43.702,114314.8,0.041,BTCUSDT
2025-09-30 03:16:43.801,114314.7,0.017,BTCUSDT
2025-09-30 03:16:43.986,114314.7,0.043,BTCUSDT
2025-09-30 03:16:43.988,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.034,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.034,114314.8,0.007,BTCUSDT
2025-09-30 03:16:44.139,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.226,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.294,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.391,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.409,114314.7,0.018,BTCUSDT
2025-09-30 03:16:44.410,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.412,114314.7,0.086,BTCUSDT
2025-09-30 03:16:44.418,114314.7,0.007,BTCUSDT
2025-09-30 03:16:44.496,114314.7,0.011,BTCUSDT
2025-09-30 03:16:44.521,114314.7,0.01,BTCUSDT
2025-09-30 03:16:44.522,114314.7,0.029,BTCUSDT
2025-09-30 03:16:44.522,114314.7,0.01,BTCUSDT
2025-09-30 03:16:44.522,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.523,114314.7,0.023,BTCUSDT
2025-09-30 03:16:44.525,114314.7,0.013,BTCUSDT
2025-09-30 03:16:44.526,114314.7,0.016,BTCUSDT
2025-09-30 03:16:44.526,114314.7,0.002,BTCUSDT
2025-09-30 03:16:44.537,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.560,114314.7,0.017,BTCUSDT
2025-09-30 03:16:44.704,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.01,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.001,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.002,BTCUSDT
2025-09-30 03:16:44.705,114314.8,0.087,BTCUSDT
